video,duration
08248,560000
08249,282000
08250,204000
08251,1080000
08252,312000
08253,1399000
08254,244000
08255,226000
08256,185000
08257,206000
08258,421000
08259,222000
08260,312000
08261,401000
08262,230000
08263,558000
08264,310000
08265,432000
08266,595000
08267,238000
08268,1144000
08269,212000
08270,221000
08271,607000
08272,384000
08273,205000
08274,447000
08275,531000
08276,729000
08277,204000
08278,413000
08279,3156000
08280,470000
08281,645000
08282,264000
08283,351000
08284,717000
08285,270000
08286,212000
08287,180000
08288,253000
08289,314000
08290,210000
08291,373000
08292,219000
08293,234000
08294,475000
08295,320000
08296,212000
08297,218000
08298,358000
08299,354000
08300,812000
08301,877000
08302,1923000
08303,267000
08304,298000
08305,587000
08306,265000
08307,404000
08308,1548000
08309,220000
08310,231000
08311,360000
08312,271000
08313,330000
08314,183000
08315,946000
08316,220000
08317,772000
08318,734000
08319,1292000
08320,483000
08321,307000
08322,216000
08323,425000
08324,219000
08325,191000
08326,350000
08327,310000
08328,303000
08329,260000
08330,379000
08331,810000
08332,205000
08333,928000
08334,423000
08335,229000
08336,332000
08337,548000
08338,589000
08339,393000
08340,214000
08341,365000
08342,546000
08343,234000
08344,239000
08345,435000
08346,415000
08347,1282000
08348,182000
08349,320000
08350,215000
08351,210000
08352,316000
08353,383000
08354,602000
08355,405000
08356,413000
08357,264000
08358,334000
08359,228000
08360,192000
08361,378000
08362,263000
08363,288000
08364,278000
08365,385000
08366,220000
08367,1042000
08368,518000
08369,256000
08370,180000
08371,299000
08372,491000
08373,336000
08374,1680000
08375,182000
08376,340000
08377,349000
08378,207000
08379,1314000
08380,204000
08381,215000
08382,344000
08383,700000
08384,436000
08385,216000
08386,262000
08387,442000
08388,251000
08389,239000
08390,266000
08391,1814000
08392,207000
08393,194000
08394,301000
08395,216000
08396,195000
08397,251000
08398,236000
08399,275000
08400,280000
08401,255000
08402,228000
08403,332000
08404,198000
08405,504000
08406,306000
08407,204000
08408,367000
08409,510000
08410,858000
08411,257000
08412,200000
08413,493000
08414,199000
08415,1558000
08416,292000
08417,198000
08418,214000
08419,198000
08420,589000
08421,384000
08422,353000
08423,628000
08424,202000
08425,553000
08426,274000
08427,288000
08428,429000
08429,256000
08430,267000
08431,313000
08432,1574000
08433,203000
08434,253000
08435,975000
08436,225000
08437,338000
08438,267000
08439,210000
08440,202000
08441,286000
08442,223000
08443,565000
08444,306000
08445,236000
08446,582000
08447,229000
08448,189000
08449,331000
08450,317000
08451,524000
08452,882000
08453,248000
08454,445000
08455,252000
08456,299000
08457,332000
08458,393000
08459,303000
08460,191000
08461,384000
08462,585000
08463,409000
08464,275000
08465,601000
08466,1830000
08467,548000
08468,250000
08469,434000
08470,225000
08471,563000
08472,217000
08473,371000
08474,308000
08475,236000
08476,3137000
08477,378000
08478,588000
08479,354000
08480,1319000
08481,236000
08482,386000
08483,311000
08484,267000
08485,288000
08486,491000
08487,236000
08488,697000
08489,257000
08490,271000
08491,281000
08492,198000
08493,344000
08494,459000
08495,572000
08496,265000
08497,206000
08498,180000
08499,668000
08500,231000
08501,577000
08502,236000
08503,1365000
08504,1828000
08505,217000
08506,664000
08507,587000
08508,255000
08509,571000
08510,183000
08511,254000
08512,505000
08513,1391000
08514,320000
08515,767000
08516,219000
08517,589000
08518,190000
08519,312000
08520,274000
08521,294000
08522,224000
08523,645000
08524,704000
08525,180000
08526,2004000
08527,368000
08528,281000
08529,261000
08530,552000
08531,386000
08532,226000
08533,294000
08534,255000
08535,188000
08536,228000
08537,721000
08538,287000
08539,2471000
08540,261000
08541,534000
08542,1276000
08543,3600000
08544,190000
08545,281000
08546,1382000
08547,180000
08548,262000
08549,346000
08550,444000
08551,1658000
08552,388000
08553,1518000
08554,364000
08555,320000
08556,303000
08557,247000
08558,809000
08559,381000
08560,551000
08561,195000
08562,245000
08563,540000
08564,204000
08565,185000
08566,305000
08567,272000
08568,1362000
08569,298000
08570,214000
08571,312000
08572,223000
08573,2726000
08574,293000
08575,595000
08576,332000
08577,370000
08578,2098000
08579,371000
08580,212000
08581,583000
08582,248000
08583,557000
08584,220000
08585,214000
08586,334000
08587,614000
08588,234000
08589,222000
08590,182000
08591,593000
08592,198000
08593,239000
08594,276000
08595,2160000
08596,655000
08597,196000
08598,246000
08599,1207000
08600,222000
08601,454000
08602,180000
08603,231000
08604,315000
08605,235000
08606,352000
08607,316000
08608,1594000
08609,279000
08610,413000
08611,279000
08612,323000
08613,182000
08614,180000
08615,656000
08616,416000
08617,1083000
08618,261000
08619,395000
08620,192000
08621,302000
08622,292000
08623,322000
08624,185000
08625,182000
08626,206000
08627,446000
08628,214000
08629,213000
08630,218000
08631,195000
08632,236000
08633,476000
08634,251000
08635,284000
08636,260000
08637,310000
08638,230000
08639,226000
08640,206000
08641,366000
08642,223000
08643,180000
08644,194000
08645,792000
08646,336000
08647,599000
08648,998000
08649,1552000
08650,277000
08651,343000
08652,288000
08653,209000
08654,812000
08655,1885000
08656,258000
08657,340000
08658,294000
08659,522000
08660,490000
08661,297000
08662,225000
08663,3543000
08664,184000
08665,358000
08666,355000
08667,300000
08668,845000
08669,256000
08670,332000
08671,230000
08672,204000
08673,289000
08674,230000
08675,2986000
08676,968000
08677,765000
08678,541000
08679,356000
08680,317000
08681,185000
08682,357000
08683,558000
08684,1002000
08685,219000
08686,253000
08687,283000
08688,242000
08689,189000
08690,237000
08691,283000
08692,347000
08693,670000
08694,945000
08695,389000
08696,237000
08697,309000
08698,202000
08699,642000
08700,308000
08701,281000
08702,187000
08703,254000
08704,954000
08705,208000
08706,180000
08707,187000
08708,1037000
08709,450000
08710,220000
08711,3483000
08712,260000
08713,323000
08714,492000
08715,248000
08716,269000
08717,849000
08718,355000
08719,388000
08720,182000
08721,374000
08722,297000
08723,315000
08724,198000
08725,299000
08726,187000
08727,247000
08728,221000
08729,872000
08730,345000
08731,288000
08732,457000
08733,195000
08734,232000
08735,404000
08736,955000
08737,276000
08738,252000
08739,1622000
08740,598000
08741,180000
08742,206000
08743,1971000
08744,379000
08745,181000
08746,539000
08747,324000
08748,367000
08749,354000
08750,290000
08751,1228000
08752,275000
08753,240000
08754,187000
08755,1868000
08756,181000
08757,992000
08758,403000
08759,219000
08760,1707000
08761,221000
08762,203000
08763,383000
08764,942000
08765,227000
08766,1070000
08767,265000
08768,258000
08769,252000
08770,215000
08771,786000
08772,203000
08773,521000
08774,274000
08775,226000
08776,1597000
08777,320000
08778,238000
08779,352000
08780,953000
08781,801000
08782,311000
08783,244000
08784,341000
08785,444000
08786,720000
08787,211000
08788,350000
08789,321000
08790,198000
08791,539000
08792,275000
08793,2115000
08794,578000
08795,233000
08796,267000
08797,323000
08798,273000
08799,205000
08800,667000
08801,343000
08802,498000
08803,274000
08804,381000
08805,646000
08806,183000
08807,576000
08808,351000
08809,222000
08810,2858000
08811,1179000
08812,261000
08813,256000
08814,1195000
08815,231000
08816,1016000
08817,1157000
08818,180000
08819,197000
08820,211000
08821,221000
08822,276000
08823,247000
08824,183000
08825,381000
08826,218000
08827,245000
08828,2126000
08829,283000
08830,195000
08831,199000
08832,196000
08833,222000
08834,251000
08835,222000
08836,261000
08837,205000
08838,200000
08839,1149000
08840,184000
08841,288000
08842,258000
08843,395000
08844,198000
08845,993000
08846,1962000
08847,503000
08848,558000
08849,414000
08850,181000
08851,195000
08852,185000
08853,355000
08854,1351000
08855,226000
08856,201000
08857,338000
08858,424000
08859,1733000
08860,306000
08861,2836000
08862,217000
08863,191000
08864,218000
08865,1428000
08866,835000
08867,241000
08868,205000
08869,265000
08870,203000
08871,217000
08872,407000
08873,217000
08874,213000
08875,301000
08876,824000
08877,246000
08878,327000
08879,241000
08880,259000
08881,429000
08882,247000
08883,412000
08884,279000
08885,213000
08886,416000
08887,274000
08888,772000
08889,247000
08890,783000
08891,183000
08892,306000
08893,787000
08894,207000
08895,247000
08896,240000
08897,1117000
08898,262000
08899,203000
08900,330000
08901,281000
08902,505000
08903,211000
08904,1794000
08905,1992000
08906,527000
08907,228000
08908,293000
08909,245000
08910,235000
08911,1798000
08912,596000
08913,252000
08914,218000
08915,301000
08916,398000
08917,566000
08918,223000
08919,407000
08920,181000
08921,225000
08922,316000
08923,236000
08924,235000
08925,1621000
08926,420000
08927,330000
08928,369000
08929,248000
08930,875000
08931,268000
08932,365000
08933,190000
08934,658000
08935,3442000
08936,218000
08937,191000
08938,450000
08939,265000
08940,190000
08941,607000
08942,308000
08943,303000
08944,210000
08945,204000
08946,330000
08947,184000
08948,191000
08949,210000
08950,259000
08951,221000
08952,235000
08953,384000
08954,266000
08955,266000
08956,195000
08957,191000
08958,198000
08959,797000
08960,991000
08961,300000
08962,313000
08963,296000
08964,243000
08965,525000
08966,813000
08967,211000
08968,191000
08969,2399000
08970,228000
08971,207000
08972,225000
08973,599000
08974,1207000
08975,599000
08976,245000
08977,250000
08978,465000
08979,829000
08980,1553000
08981,281000
08982,326000
08983,840000
08984,873000
08985,199000
08986,397000
08987,373000
08988,530000
08989,299000
08990,778000
08991,196000
08992,1331000
08993,181000
08994,377000
08995,1171000
08996,255000
08997,309000
08998,196000
08999,600000
09000,180000
09001,1242000
09002,740000
09003,191000
09004,1534000
09005,208000
09006,689000
09007,256000
09008,208000
09009,188000
09010,355000
09011,237000
09012,887000
09013,207000
09014,182000
09015,308000
09016,264000
09017,390000
09018,472000
09019,209000
09020,187000
09021,248000
09022,183000
09023,245000
09024,207000
09025,180000
09026,212000
09027,429000
09028,586000
09029,420000
09030,309000
09031,315000
09032,188000
09033,466000
09034,205000
09035,218000
09036,263000
09037,523000
09038,269000
09039,331000
09040,186000
09041,204000
09042,194000
09043,946000
09044,1497000
09045,184000
09046,189000
09047,209000
09048,218000
09049,1064000
09050,347000
09051,192000
09052,435000
09053,191000
09054,230000
09055,276000
09056,329000
09057,293000
09058,322000
09059,292000
09060,270000
09061,436000
09062,216000
09063,1775000
09064,522000
09065,229000
09066,193000
09067,232000
09068,378000
09069,547000
09070,853000
09071,226000
09072,339000
09073,190000
09074,189000
09075,216000
09076,195000
09077,203000
09078,235000
09079,234000
09080,285000
09081,519000
09082,292000
09083,1058000
09084,180000
09085,202000
09086,223000
09087,247000
09088,232000
09089,259000
09090,279000
09091,315000
09092,220000
09093,263000
09094,404000
09095,315000
09096,223000
09097,452000
09098,376000
09099,240000
09100,309000
09101,192000
09102,216000
09103,593000
09104,299000
09105,461000
09106,1337000
09107,298000
09108,230000
09109,1979000
09110,181000
09111,234000
09112,211000
09113,538000
09114,237000
09115,310000
09116,1757000
09117,330000
09118,303000
09119,225000
09120,1172000
09121,480000
09122,1654000
09123,245000
09124,227000
09125,1678000
09126,223000
09127,262000
09128,233000
09129,209000
09130,223000
09131,585000
09132,589000
09133,248000
09134,247000
09135,220000
09136,198000
09137,288000
09138,1690000
09139,1840000
09140,197000
09141,230000
09142,961000
09143,463000
09144,222000
09145,689000
09146,520000
09147,189000
09148,279000
09149,387000
09150,219000
09151,381000
09152,241000
09153,390000
09154,224000
09155,1606000
09156,248000
09157,326000
09158,2587000
09159,250000
09160,337000
09161,840000
09162,441000
09163,1805000
09164,216000
09165,274000
09166,712000
09167,231000
09168,220000
09169,195000
09170,204000
09171,304000
09172,215000
09173,1485000
09174,182000
09175,307000
09176,1216000
09177,251000
09178,246000
09179,221000
09180,3568000
09181,215000
09182,320000
09183,497000
09184,280000
09185,284000
09186,246000
09187,222000
09188,566000
09189,438000
09190,358000
09191,1027000
09192,196000
09193,190000
09194,522000
09195,258000
09196,386000
09197,333000
09198,316000
09199,432000
09200,205000
09201,219000
09202,236000
09203,383000
09204,314000
09205,1984000
09206,203000
09207,243000
09208,348000
09209,235000
09210,225000
09211,669000
09212,510000
09213,209000
09214,986000
09215,888000
09216,519000
09217,413000
09218,293000
09219,324000
09220,197000
09221,259000
09222,354000
09223,278000
09224,235000
09225,1860000
09226,237000
09227,257000
09228,318000
09229,210000
09230,338000
09231,1504000
09232,241000
09233,216000
09234,215000
09235,362000
09236,229000
09237,190000
09238,221000
09239,212000
09240,203000
09241,237000
09242,181000
09243,416000
09244,282000
09245,282000
09246,352000
09247,210000
09248,235000
09249,183000
09250,300000
09251,255000
09252,333000
09253,577000
09254,378000
09255,581000
09256,269000
09257,199000
09258,527000
09259,510000
09260,212000
09261,3184000
09262,243000
09263,447000
09264,476000
09265,1543000
09266,456000
09267,946000
09268,893000
09269,240000
09270,180000
09271,375000
09272,317000
09273,188000
09274,234000
09275,715000
09276,1063000
09277,210000
09278,1362000
09279,635000
09280,315000
09281,961000
09282,1334000
09283,257000
09284,348000
09285,1747000
09286,419000
09287,181000
09288,216000
09289,272000
09290,383000
09291,314000
09292,214000
09293,406000
09294,1850000
09295,344000
09296,257000
09297,433000
09298,310000
09299,187000
09300,416000
09301,201000
09302,227000
09303,223000
09304,246000
09305,297000
09306,286000
09307,359000
09308,992000
09309,242000
09310,191000
09311,1579000
09312,699000
09313,1210000
09314,268000
09315,251000
09316,1107000
09317,282000
09318,194000
09319,184000
09320,560000
09321,661000
09322,607000
09323,195000
09324,196000
09325,300000
09326,795000
09327,2025000
09328,237000
09329,278000
09330,470000
09331,777000
09332,238000
09333,194000
09334,422000
09335,217000
09336,352000
09337,550000
09338,561000
09339,222000
09340,247000
09341,251000
09342,277000
09343,419000
09344,224000
09345,1427000
09346,828000
09347,518000
09348,202000
09349,215000
09350,300000
09351,780000
09352,534000
09353,419000
09354,228000
09355,268000
09356,522000
09357,586000
09358,285000
09359,254000
09360,800000
09361,235000
09362,275000
09363,408000
09364,278000
09365,188000
09366,316000
09367,316000
09368,183000
09369,1533000
09370,217000
09371,2206000
09372,578000
09373,237000
09374,279000
09375,569000
09376,1386000
09377,202000
09378,3107000
09379,180000
09380,403000
09381,225000
09382,269000
09383,307000
09384,223000
09385,296000
09386,396000
09387,374000
09388,379000
09389,278000
09390,232000
09391,192000
09392,240000
09393,588000
09394,229000
09395,229000
09396,207000
09397,229000
09398,233000
09399,360000
09400,649000
09401,184000
09402,329000
09403,324000
09404,600000
09405,210000
09406,219000
09407,308000
09408,203000
09409,247000
09410,292000
09411,265000
09412,299000
09413,290000
09414,216000
09415,190000
09416,197000
09417,1010000
09418,184000
09419,314000
09420,233000
09421,1647000
09422,414000
09423,475000
09424,209000
09425,199000
09426,360000
09427,307000
09428,193000
09429,280000
09430,355000
09431,234000
09432,201000
09433,720000
09434,212000
09435,181000
09436,203000
09437,212000
09438,337000
09439,2273000
09440,240000
09441,454000
09442,475000
09443,453000
09444,617000
09445,269000
09446,342000
09447,260000
09448,629000
09449,547000
09450,191000
09451,237000
09452,545000
09453,347000
09454,209000
09455,199000
09456,252000
09457,189000
09458,1468000
09459,682000
09460,1326000
09461,313000
09462,1882000
09463,291000
09464,235000
09465,188000
09466,318000
09467,461000
09468,431000
09469,331000
09470,693000
09471,267000
09472,332000
09473,254000
09474,202000
09475,201000
09476,306000
09477,483000
09478,2737000
09479,260000
09480,1070000
09481,919000
09482,465000
09483,207000
09484,2070000
09485,238000
09486,188000
09487,283000
09488,770000
09489,762000
09490,385000
09491,254000
09492,387000
09493,368000
09494,2826000
09495,455000
09496,202000
09497,211000
09498,183000
09499,293000
09500,410000
09501,202000
09502,888000
09503,180000
09504,234000
09505,218000
09506,1894000
09507,258000
09508,212000
09509,240000
09510,388000
09511,200000
09512,565000
09513,241000
09514,282000
09515,267000
09516,967000
09517,410000
09518,211000
09519,1128000
09520,610000
09521,816000
09522,299000
09523,208000
09524,253000
09525,1349000
09526,197000
09527,969000
09528,460000
09529,259000
09530,374000
09531,558000
09532,185000
09533,252000
09534,187000
09535,233000
09536,828000
09537,722000
09538,303000
09539,209000
09540,538000
09541,863000
09542,451000
09543,602000
09544,431000
09545,229000
09546,221000
09547,191000
09548,185000
09549,253000
09550,189000
09551,217000
09552,246000
09553,395000
09554,444000
09555,358000
09556,309000
09557,530000
09558,506000
09559,450000
09560,247000
09561,191000
09562,270000
09563,228000
09564,544000
09565,291000
09566,222000
09567,205000
09568,323000
09569,218000
09570,198000
09571,199000
09572,946000
09573,315000
09574,290000
09575,229000
09576,335000
09577,311000
09578,2944000
09579,404000
09580,366000
09581,554000
09582,302000
09583,320000
09584,3461000
09585,307000
09586,668000
09587,196000
09588,301000
09589,223000
09590,512000
09591,917000
09592,218000
09593,942000
09594,184000
09595,233000
09596,369000
09597,208000
09598,386000
09599,586000
09600,495000
09601,180000
09602,508000
09603,215000
09604,208000
09605,288000
09606,250000
09607,300000
09608,229000
09609,812000
09610,225000
09611,255000
09612,194000
09613,1432000
09614,195000
09615,1709000
09616,233000
09617,197000
09618,184000
09619,183000
09620,285000
09621,344000
09622,382000
09623,190000
09624,500000
09625,187000
09626,380000
09627,419000
09628,187000
09629,237000
09630,238000
09631,3081000
09632,411000
09633,759000
09634,240000
09635,435000
09636,214000
09637,207000
09638,203000
09639,192000
09640,250000
09641,200000
09642,234000
09643,199000
09644,210000
09645,290000
09646,299000
09647,334000
09648,288000
09649,880000
09650,182000
09651,418000
09652,366000
09653,244000
09654,347000
09655,229000
09656,503000
09657,223000
09658,508000
09659,226000
09660,206000
09661,228000
09662,1223000
09663,909000
09664,1285000
09665,227000
09666,209000
09667,203000
09668,543000
09669,232000
09670,204000
09671,423000
09672,250000
09673,368000
09674,195000
09675,574000
09676,213000
09677,209000
09678,712000
09679,344000
09680,306000
09681,385000
09682,456000
09683,270000
09684,885000
09685,249000
09686,198000
09687,242000
09688,282000
09689,218000
09690,230000
09691,781000
09692,203000
09693,286000
09694,217000
09695,246000
09696,397000
09697,997000
09698,2619000
09699,497000
09700,285000
09701,227000
09702,197000
09703,216000
09704,268000
09705,462000
09706,2920000
09707,1846000
09708,693000
09709,185000
09710,203000
09711,1186000
09712,180000
09713,218000
09714,621000
09715,261000
09716,884000
09717,240000
09718,208000
09719,325000
09720,332000
09721,212000
09722,331000
09723,3175000
09724,300000
09725,1572000
09726,228000
09727,392000
09728,188000
09729,236000
09730,460000
09731,290000
09732,388000
09733,345000
09734,308000
09735,261000
09736,319000
09737,231000
09738,183000
09739,251000
09740,327000
09741,259000
09742,1661000
09743,334000
09744,198000
09745,270000
09746,227000
09747,238000
09748,323000
09749,378000
09750,214000
09751,260000
09752,260000
09753,249000
09754,386000
09755,323000
09756,225000
09757,380000
09758,371000
09759,3337000
09760,181000
09761,204000
09762,256000
09763,265000
09764,287000
09765,286000
09766,224000
09767,393000
09768,187000
09769,190000
09770,292000
09771,223000
09772,460000
09773,644000
09774,435000
09775,390000
09776,330000
09777,701000
09778,391000
09779,639000
09780,420000
09781,940000
09782,544000
09783,339000
09784,499000
09785,252000
09786,507000
09787,221000
09788,269000
09789,284000
09790,182000
09791,260000
09792,271000
09793,909000
09794,228000
09795,180000
09796,279000
09797,293000
09798,271000
09799,1970000
09800,240000
09801,758000
09802,294000
09803,214000
09804,779000
09805,1303000
09806,311000
09807,534000
09808,485000
09809,240000
09810,459000
09811,797000
09812,328000
09813,226000
09814,455000
09815,297000
09816,194000
09817,328000
09818,235000
09819,241000
09820,182000
09821,2067000
09822,1565000
09823,294000
09824,254000
09825,2992000
09826,309000
09827,296000
09828,256000
09829,955000
09830,278000
09831,852000
09832,349000
09833,247000
09834,210000
09835,533000
09836,578000
09837,697000
09838,217000
09839,405000
09840,271000
09841,314000
09842,243000
09843,400000
09844,481000
09845,1610000
09846,1036000
09847,263000
09848,183000
09849,887000
09850,207000
09851,195000
09852,307000
09853,969000
09854,206000
09855,229000
09856,379000
09857,336000
09858,546000
09859,197000
09860,273000
09861,342000
09862,250000
09863,1035000
09864,232000
09865,2232000
09866,2380000
09867,376000
09868,688000
09869,208000
09870,215000
09871,432000
09872,185000
09873,186000
09874,218000
09875,266000
09876,261000
09877,196000
09878,1838000
09879,565000
09880,186000
09881,364000
09882,411000
09883,254000
09884,1751000
09885,270000
09886,233000
09887,226000
09888,243000
09889,322000
09890,489000
09891,207000
09892,225000
09893,207000
09894,311000
09895,440000
09896,516000
09897,1471000
09898,350000
09899,343000
09900,357000
09901,347000
09902,433000
09903,272000
09904,224000
09905,261000
09906,331000
09907,219000
09908,261000
09909,187000
09910,189000
09911,332000
09912,709000
09913,241000
09914,366000
09915,724000
09916,244000
09917,239000
09918,230000
09919,276000
09920,189000
09921,235000
09922,420000
09923,306000
09924,180000
09925,459000
09926,307000
09927,355000
09928,212000
09929,276000
09930,241000
09931,224000
09932,292000
09933,474000
09934,927000
09935,188000
09936,182000
09937,248000
09938,247000
09939,266000
09940,980000
09941,261000
09942,832000
09943,249000
09944,195000
09945,412000
09946,875000
09947,1163000
09948,1110000
09949,304000
09950,756000
09951,297000
09952,432000
09953,189000
09954,284000
09955,235000
09956,191000
09957,1565000
09958,252000
09959,469000
09960,191000
09961,434000
09962,485000
09963,187000
09964,599000
09965,208000
09966,655000
09967,244000
09968,202000
09969,342000
09970,2233000
09971,406000
09972,191000
09973,770000
09974,417000
09975,355000
09976,437000
09977,636000
09978,362000
09979,1236000
09980,293000
09981,547000
09982,258000
09983,397000
09984,893000
09985,250000
09986,296000
09987,191000
09988,632000
09989,641000
09990,247000
09991,365000
09992,228000
09993,308000
09994,259000
09995,333000
09996,510000
09997,425000
09998,220000
09999,698000
10000,1804000
10001,435000
10002,225000
10003,224000
10004,237000
10005,221000
10006,329000
10007,181000
10008,286000
10009,195000
10010,719000
10011,355000
10012,408000
10013,228000
10014,279000
10015,553000
10016,368000
10017,441000
10018,231000
10019,679000
10020,2098000
10021,299000
10022,199000
10023,249000
10024,971000
10025,357000
10026,235000
10027,235000
10028,320000
10029,181000
10030,300000
10031,274000
10032,670000
10033,290000
10034,754000
10035,545000
10036,624000
10037,699000
10038,245000
10039,192000
10040,233000
10041,1642000
10042,791000
10043,192000
10044,376000
10045,197000
10046,305000
10047,554000
10048,1755000
10049,1337000
10050,242000
10051,725000
10052,747000
10053,352000
10054,280000
10055,194000
10056,221000
10057,915000
10058,256000
10059,231000
10060,515000
10061,1130000
10062,782000
10063,254000
10064,296000
10065,216000
10066,277000
10067,1862000
10068,379000
10069,480000
10070,1065000
10071,293000
10072,219000
10073,557000
10074,198000
10075,224000
10076,480000
10077,1021000
10078,397000
10079,205000
10080,498000
10081,245000
10082,229000
10083,299000
10084,268000
10085,404000
10086,330000
10087,199000
10088,746000
10089,1852000
10090,663000
10091,193000
10092,258000
10093,200000
10094,181000
10095,850000
10096,314000
10097,379000
10098,644000
10099,1679000
10100,352000
10101,484000
10102,501000
10103,1032000
10104,707000
10105,218000
10106,434000
10107,186000
10108,293000
10109,623000
10110,263000
10111,419000
10112,555000
10113,558000
10114,219000
10115,195000
10116,1346000
10117,1052000
10118,1973000
10119,218000
10120,404000
10121,235000
10122,229000
10123,432000
10124,180000
10125,785000
10126,261000
10127,249000
10128,704000
10129,207000
10130,263000
10131,220000
10132,270000
10133,289000
10134,254000
10135,265000
10136,1715000
10137,201000
10138,251000
10139,1011000
10140,244000
10141,201000
10142,226000
10143,572000
10144,320000
10145,188000
10146,195000
10147,280000
10148,238000
10149,448000
10150,429000
10151,311000
10152,263000
10153,288000
10154,291000
10155,405000
10156,293000
10157,840000
10158,244000
10159,1597000
10160,905000
10161,183000
10162,927000
10163,214000
10164,1315000
10165,487000
10166,371000
10167,192000
10168,209000
10169,229000
10170,362000
10171,259000
10172,330000
10173,223000
10174,183000
10175,279000
10176,235000
10177,288000
10178,1019000
10179,249000
10180,237000
10181,189000
10182,289000
10183,372000
10184,456000
10185,213000
10186,1740000
10187,657000
10188,258000
10189,240000
10190,619000
10191,1146000
10192,340000
10193,375000
10194,394000
10195,223000
10196,1673000
10197,305000
10198,207000
10199,535000
10200,308000
10201,335000
10202,283000
10203,229000
10204,194000
10205,211000
10206,191000
10207,239000
10208,663000
10209,202000
10210,333000
10211,438000
10212,334000
10213,468000
10214,238000
10215,249000
10216,1111000
10217,316000
10218,464000
10219,929000
10220,385000
10221,312000
10222,258000
10223,465000
10224,255000
10225,293000
10226,181000
10227,222000
10228,699000
10229,260000
10230,217000
10231,251000
10232,235000
10233,505000
10234,409000
10235,613000
10236,193000
10237,190000
10238,288000
10239,455000
10240,204000
10241,301000
10242,723000
10243,505000
10244,186000
10245,187000
10246,274000
10247,601000
10248,560000
10249,2165000
10250,208000
10251,183000
10252,371000
10253,639000
10254,527000
10255,214000
10256,284000
10257,284000
10258,566000
10259,212000
10260,209000
10261,1252000
10262,318000
10263,244000
10264,280000
10265,974000
10266,288000
10267,255000
10268,274000
10269,220000
10270,433000
10271,481000
10272,281000
10273,256000
10274,674000
10275,196000
10276,338000
10277,266000
10278,214000
10279,248000
10280,217000
10281,180000
10282,371000
10283,202000
10284,188000
10285,343000
10286,182000
10287,271000
10288,245000
10289,368000
10290,200000
10291,331000
10292,225000
10293,1426000
10294,342000
10295,188000
10296,826000
10297,2229000
10298,300000
10299,235000
10300,430000
10301,218000
10302,248000
10303,484000
10304,209000
10305,592000
10306,305000
10307,196000
10308,307000
10309,191000
10310,359000
10311,234000
10312,343000
10313,260000
10314,614000
10315,311000
10316,216000
10317,404000
10318,286000
10319,260000
10320,245000
10321,280000
10322,218000
10323,410000
10324,194000
10325,310000
10326,347000
10327,300000
10328,300000
10329,270000
10330,1244000
10331,387000
10332,503000
10333,563000
10334,285000
10335,1858000
10336,459000
10337,200000
10338,351000
10339,297000
10340,1788000
10341,391000
10342,414000
10343,254000
10344,251000
10345,254000
10346,189000
10347,381000
10348,623000
10349,512000
10350,208000
10351,269000
10352,234000
10353,634000
10354,432000
10355,707000
10356,261000
10357,582000
10358,405000
10359,316000
10360,331000
10361,206000
10362,2213000
10363,510000
10364,305000
10365,478000
10366,189000
10367,621000
10368,223000
10369,639000
10370,1888000
10371,228000
10372,192000
10373,246000
10374,361000
10375,293000
10376,271000
10377,1709000
10378,336000
10379,253000
10380,220000
10381,607000
10382,201000
10383,198000
10384,272000
10385,447000
10386,301000
10387,207000
10388,236000
10389,1798000
10390,225000
10391,380000
10392,898000
10393,235000
10394,214000
10395,613000
10396,597000
10397,475000
10398,265000
10399,319000
10400,256000
10401,1320000
10402,208000
10403,234000
10404,751000
10405,269000
10406,236000
10407,1352000
10408,271000
10409,229000
10410,314000
10411,269000
10412,275000
10413,193000
10414,901000
10415,246000
10416,207000
10417,369000
10418,227000
10419,2004000
10420,295000
10421,220000
10422,212000
10423,476000
10424,321000
10425,186000
10426,275000
10427,246000
10428,258000
10429,514000
10430,327000
10431,183000
10432,269000
10433,364000
10434,195000
10435,582000
10436,708000
10437,264000
10438,183000
10439,180000
10440,297000
10441,307000
10442,183000
10443,207000
10444,598000
10445,250000
10446,258000
10447,199000
10448,353000
10449,293000
10450,3360000
10451,454000
10452,324000
10453,393000
10454,208000
10455,781000
10456,215000
10457,418000
10458,193000
10459,2663000
10460,636000
10461,287000
10462,379000
10463,440000
10464,388000
10465,256000
10466,914000
10467,641000
10468,191000
10469,409000
10470,287000
10471,867000
10472,354000
10473,392000
10474,282000
10475,194000
10476,603000
10477,191000
10478,221000
10479,2675000
10480,322000
10481,395000
10482,290000
10483,274000
10484,197000
10485,573000
10486,238000
10487,207000
10488,394000
10489,1125000
10490,609000
10491,412000
10492,353000
10493,210000
10494,1013000
10495,358000
10496,1382000
10497,1146000
10498,341000
10499,236000
10500,1252000
10501,520000
10502,221000
10503,894000
10504,812000
10505,821000
10506,300000
10507,408000
10508,184000
10509,489000
10510,213000
10511,227000
10512,832000
10513,309000
10514,382000
10515,187000
10516,450000
10517,233000
10518,242000
10519,317000
10520,557000
10521,336000
10522,343000
10523,216000
10524,262000
10525,192000
10526,223000
10527,358000
10528,336000
10529,240000
10530,930000
10531,185000
10532,400000
10533,722000
10534,413000
10535,230000
10536,519000
10537,407000
10538,231000
10539,212000
10540,304000
10541,195000
10542,262000
10543,1496000
10544,2367000
10545,186000
